numero_sequencial;descricao_cargo;nome_urna;descricao_cor_raca;descricao_estado_civil;descricao_genero;descricao_grau_instrucao;sigla_uf_nascimento;nome_partido;sigla_partido;patrimonio;total_votos_brasil
190000626244;1o SUPLENTE SENADOR;FELIPE PEREIRA;BRANCA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;RJ;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PRTB;0;0
190000608734;DEPUTADO ESTADUAL;ROSSANA REBECCHI;BRANCA;SOLTEIRO(A);FEMININO;SUPERIOR COMPLETO;RJ;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;PSDB;753427,74;267
190000608736;DEPUTADO ESTADUAL;SERGIO MUTRAN LUZ;BRANCA;SOLTEIRO(A);MASCULINO;SUPERIOR COMPLETO;RJ;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;PSDB;544454,89;371
190000606033;DEPUTADO FEDERAL;BEZERRA;PRETA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;RJ;PARTIDO HUMANISTA DA SOLIDARIEDADE;PHS;0;1193
190000603726;DEPUTADO ESTADUAL;BIANCA SANTOS;PARDA;SOLTEIRO(A);FEMININO;ENSINO MEDIO COMPLETO;RJ;PARTIDO DA REPUBLICA;PR;0;227
190000601124;DEPUTADO ESTADUAL;DR. RAFAEL BRASIEL;BRANCA;SOLTEIRO(A);MASCULINO;SUPERIOR COMPLETO;RJ;PARTIDO SOCIAL DEMOCRATICO;PSD;1165597,45;6348
190000601331;DEPUTADO ESTADUAL;JOSE MAURO MAZELIAH;BRANCA;SOLTEIRO(A);MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;RJ;PROGRESSISTAS;PP;15000;181
190000618373;DEPUTADO ESTADUAL;ROSANGELA CAPELLY;PARDA;CASADO(A);FEMININO;SUPERIOR INCOMPLETO;RJ;MOVIMENTO DEMOCRATICO BRASILEIRO;MDB;5000,45;367
190000624778;DEPUTADO ESTADUAL;JO / JO ARAUJO;BRANCA;SOLTEIRO(A);FEMININO;ENSINO MEDIO COMPLETO;PB;PARTIDO REPUBLICANO PROGRESSISTA;PRP;0;33
190000609936;SENADOR;CESAR MAIA;BRANCA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;RJ;DEMOCRATAS;DEM;111106,61;2327634
190000626190;DEPUTADO ESTADUAL;MARQUINHO DA SAUDE;PRETA;CASADO(A);MASCULINO;SUPERIOR INCOMPLETO;RJ;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PRTB;0;1081
190000616204;DEPUTADO FEDERAL;XANDRINHO;BRANCA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;RJ;AVANTE;AVANTE;0;2628
190000602101;DEPUTADO FEDERAL;JORGE COSTA;PARDA;CASADO(A);MASCULINO;ENSINO MEDIO INCOMPLETO;RJ;PARTIDO SOCIALISMO E LIBERDADE;PSOL;0;337
190000607945;DEPUTADO ESTADUAL;DELSINHO INDIO;PRETA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;RJ;PARTIDO SOCIAL DEMOCRATICO;PSD;0;0
190000624699;DEPUTADO ESTADUAL;MAYCON LIVRE;BRANCA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;RJ;PARTIDO REPUBLICANO PROGRESSISTA;PRP;235000;381
190000622247;DEPUTADO ESTADUAL;FERNANDA RIOS;BRANCA;SOLTEIRO(A);FEMININO;SUPERIOR COMPLETO;RJ;PARTIDO DEMOCRATICO TRABALHISTA;PDT;0;860
190000625135;DEPUTADO ESTADUAL;CENY COIMBRA;PRETA;CASADO(A);FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;PE;PARTIDO VERDE;PV;0;202
190000615507;DEPUTADO FEDERAL;PROFESSORA MARIA HELENA;PRETA;CASADO(A);FEMININO;SUPERIOR COMPLETO;RJ;PARTIDO DEMOCRATICO TRABALHISTA;PDT;8030,66;479
190000614870;DEPUTADO ESTADUAL;CRISTIANO;BRANCA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;RJ;PARTIDO DA MULHER BRASILEIRA;PMB;0;7198
190000607912;VICE-GOVERNADOR;ZAQUEU TEIXEIRA;BRANCA;DIVORCIADO(A);MASCULINO;SUPERIOR COMPLETO;RJ;PARTIDO SOCIAL DEMOCRATICO;PSD;519957,21;0
190000615675;DEPUTADO ESTADUAL;DAFNE ASHTON;BRANCA;SOLTEIRO(A);FEMININO;SUPERIOR COMPLETO;RJ;PARTIDO DA CAUSA OPERARIA;PCO;0;0
190000603436;DEPUTADO FEDERAL;JUAN CARLOS;BRANCA;SOLTEIRO(A);MASCULINO;SUPERIOR COMPLETO;RJ;PARTIDO POPULAR SOCIALISTA;PPS;100000;2064
190000609019;DEPUTADO ESTADUAL;MAURO FRANCO;BRANCA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;RJ;DEMOCRATAS;DEM;888788;1854
190000604177;DEPUTADO FEDERAL;MARCIA MOURA;PRETA;CASADO(A);FEMININO;LE E ESCREVE;RJ;PODEMOS;PODE;0;34
190000609048;DEPUTADO ESTADUAL;ONIX;PARDA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;RJ;DEMOCRATAS;DEM;0;559
190000614851;DEPUTADO ESTADUAL;ONASSIS;PARDA;CASADO(A);MASCULINO;SUPERIOR INCOMPLETO;RJ;PARTIDO DA MULHER BRASILEIRA;PMB;0;1636
190000603426;DEPUTADO FEDERAL;RODRIGO BORGES;BRANCA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;RJ;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;PSDB;0;2217
190000606143;DEPUTADO ESTADUAL;JORGINHO FRANCO;PARDA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;RJ;PARTIDO HUMANISTA DA SOLIDARIEDADE;PHS;0;307
190000602157;DEPUTADO ESTADUAL;MARIA IVONE SUPPO;PRETA;CASADO(A);FEMININO;ENSINO MEDIO COMPLETO;RJ;PARTIDO SOCIALISMO E LIBERDADE;PSOL;4000;998
190000601315;DEPUTADO ESTADUAL;MARA DO SOCIAL;PRETA;CASADO(A);FEMININO;SUPERIOR COMPLETO;RJ;PROGRESSISTAS;PP;2000;143
190000602115;DEPUTADO FEDERAL;PAULO VIEIRA;BRANCA;SOLTEIRO(A);MASCULINO;SUPERIOR INCOMPLETO;RJ;PARTIDO SOCIALISMO E LIBERDADE;PSOL;0;99
190000624729;DEPUTADO FEDERAL;CLAUDIO VELLOSO;BRANCA;DIVORCIADO(A);MASCULINO;SUPERIOR COMPLETO;RJ;PARTIDO REPUBLICANO PROGRESSISTA;PRP;0;0
190000608964;DEPUTADO ESTADUAL;MARIA SANTOS;PRETA;SOLTEIRO(A);FEMININO;SUPERIOR COMPLETO;PB;DEMOCRATAS;DEM;0;402
190000630001;DEPUTADO ESTADUAL;DJ MARLBORO;BRANCA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;RJ;DEMOCRACIA CRISTA;DC;0;1219
190000603292;DEPUTADO ESTADUAL;OTONI DE PAULA PAI;PARDA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;RJ;SOLIDARIEDADE;SOLIDARIEDADE;785282,1;15655
190000623253;DEPUTADO FEDERAL;EDUARDO BANDEIRA DE MELLO;BRANCA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;RJ;REDE SUSTENTABILIDADE;REDE;495204;38500
190000625144;DEPUTADO ESTADUAL;WANDERLI SANTOS;PRETA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;RJ;PARTIDO VERDE;PV;0;583
190000625128;DEPUTADO ESTADUAL;CLAUDIA ROMA;BRANCA;DIVORCIADO(A);FEMININO;ENSINO MEDIO INCOMPLETO;RJ;PARTIDO VERDE;PV;0;421
190000622184;DEPUTADO ESTADUAL;BALTAZAR;BRANCA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;RJ;PARTIDO DEMOCRATICO TRABALHISTA;PDT;67244;27559
190000606087;DEPUTADO FEDERAL;SANDRO DAS QUENTINHAS;PARDA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;RJ;PARTIDO HUMANISTA DA SOLIDARIEDADE;PHS;17700;727
190000614621;DEPUTADO ESTADUAL;ANA THAUMATURGO;BRANCA;CASADO(A);FEMININO;ENSINO MEDIO COMPLETO;RJ;PARTIDO SOCIAL LIBERAL;PSL;0;771
190000607953;DEPUTADO ESTADUAL;CICERO LIMA;BRANCA;DIVORCIADO(A);MASCULINO;SUPERIOR COMPLETO;AL;PARTIDO SOCIAL DEMOCRATICO;PSD;0;0
190000615529;DEPUTADO FEDERAL;SARGENTO LOPES;PRETA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;RJ;PARTIDO DEMOCRATICO TRABALHISTA;PDT;84000;15887
190000607867;DEPUTADO FEDERAL;VICTOR DE ALMEIDA;BRANCA;DIVORCIADO(A);MASCULINO;SUPERIOR COMPLETO;RJ;PARTIDO SOCIAL CRISTAO;PSC;3000;704
190000616127;DEPUTADO ESTADUAL;CARIOCA;BRANCA;SOLTEIRO(A);MASCULINO;SUPERIOR COMPLETO;SP;PARTIDO DA MOBILIZACAO NACIONAL;PMN;0;50
190000628298;DEPUTADO ESTADUAL;MARCELO NEVES AUGUSTO;PARDA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;RJ;PARTIDO DA REPUBLICA;PR;400000;1973
190000628394;DEPUTADO ESTADUAL;ALMIR PINTOR;PARDA;DIVORCIADO(A);MASCULINO;ENSINO MEDIO COMPLETO;PE;PARTIDO SOCIALISTA BRASILEIRO;PSB;0;116
190000608744;DEPUTADO ESTADUAL;ANDINHO DJ;BRANCA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;RJ;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;PSDB;0;419
190000604203;DEPUTADO FEDERAL;SIMONE CLARA;PRETA;CASADO(A);FEMININO;ENSINO MEDIO COMPLETO;RJ;PARTIDO DA REPUBLICA;PR;0;1012
190000614785;DEPUTADO ESTADUAL;WALMECIR DA PADARIA;PARDA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;RJ;PARTIDO SOCIAL LIBERAL;PSL;53000;0
190000622182;DEPUTADO ESTADUAL;PAULO MELGACO;BRANCA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;RJ;PARTIDO DEMOCRATICO TRABALHISTA;PDT;19500;402
190000629486;DEPUTADO ESTADUAL;CARDOSO;BRANCA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;RJ;PARTIDO DEMOCRATICO TRABALHISTA;PDT;50000;303
190000604202;DEPUTADO FEDERAL;MANINHA DA SAUDE;PRETA;CASADO(A);FEMININO;ENSINO MEDIO COMPLETO;RJ;PARTIDO DA REPUBLICA;PR;0;928
190000614631;DEPUTADO ESTADUAL;FELIX;PARDA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;RJ;PARTIDO SOCIAL LIBERAL;PSL;0;3877
190000622762;DEPUTADO FEDERAL;MARCOS PEIXOTO;BRANCA;SOLTEIRO(A);MASCULINO;SUPERIOR INCOMPLETO;RJ;PARTIDO PATRIA LIVRE;PPL;79500;0
190000607835;DEPUTADO FEDERAL;CLAUDIA MARQUES;BRANCA;CASADO(A);FEMININO;ENSINO MEDIO COMPLETO;RJ;PARTIDO SOCIAL CRISTAO;PSC;100000;269
190000616245;DEPUTADO FEDERAL;DILCEMAR FERREIRA;PARDA;SOLTEIRO(A);FEMININO;ENSINO MEDIO INCOMPLETO;RJ;AVANTE;AVANTE;10000;74
190000626456;DEPUTADO ESTADUAL;LELA REYS;PRETA;CASADO(A);FEMININO;SUPERIOR INCOMPLETO;RJ;PARTIDO REPUBLICANO BRASILEIRO;PRB;0;45
190000614649;DEPUTADO FEDERAL;CAROLINA LACERDA;PARDA;SOLTEIRO(A);FEMININO;SUPERIOR COMPLETO;RJ;PARTIDO SOCIAL LIBERAL;PSL;0;6010
190000626191;DEPUTADO ESTADUAL;DR. MARCIO FONSECA;BRANCA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;RJ;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PRTB;150000;1149
190000602155;DEPUTADO ESTADUAL;DR. MARCOS PAULO;BRANCA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;RJ;PARTIDO SOCIALISMO E LIBERDADE;PSOL;1257317,42;16377
190000611444;DEPUTADO ESTADUAL;FABIANE ESTEVAM;BRANCA;SOLTEIRO(A);FEMININO;ENSINO MEDIO COMPLETO;RJ;PARTIDO REPUBLICANO DA ORDEM SOCIAL;PROS;0;0
190000614636;DEPUTADO ESTADUAL;JORGE DE PAULA SILVA;PARDA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;RJ;PARTIDO SOCIAL LIBERAL;PSL;333303,04;5646
190000603757;DEPUTADO ESTADUAL;SAMICO;BRANCA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;RJ;PARTIDO DA REPUBLICA;PR;2084001,14;2313
190000619326;DEPUTADO ESTADUAL;VANDERSON DUTRA;PRETA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;RJ;PARTIDO SOCIAL CRISTAO;PSC;0;684
190000625234;DEPUTADO ESTADUAL;GLEIDSON MONTEIRO;PARDA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;RJ;DEMOCRACIA CRISTA;DC;437201;685
190000622946;DEPUTADO ESTADUAL;TERESA PALADINO;BRANCA;VIUVO(A);FEMININO;ENSINO MEDIO COMPLETO;RJ;PARTIDO SOCIALISTA BRASILEIRO;PSB;112,13;74
190000615502;DEPUTADO FEDERAL;MAE FLAVIA PINTO;PARDA;CASADO(A);FEMININO;SUPERIOR COMPLETO;RJ;PARTIDO DEMOCRATICO TRABALHISTA;PDT;0;2636
190000608982;DEPUTADO ESTADUAL;FABIO SILVA;BRANCA;SOLTEIRO(A);MASCULINO;SUPERIOR COMPLETO;RJ;DEMOCRATAS;DEM;1263671,53;36820
190000624765;DEPUTADO ESTADUAL;ELIENE SANTOS /ELIENE DE JESUS;PARDA;CASADO(A);FEMININO;ENSINO MEDIO COMPLETO;RJ;PARTIDO REPUBLICANO PROGRESSISTA;PRP;0;340
190000603349;DEPUTADO ESTADUAL;MARISA LIVRAMENTO;BRANCA;SOLTEIRO(A);FEMININO;ENSINO MEDIO COMPLETO;RJ;PARTIDO TRABALHISTA BRASILEIRO;PTB;245000;684
190000614803;DEPUTADO ESTADUAL;ENFERMEIRA CHEILA RIBEIRO;PARDA;CASADO(A);FEMININO;SUPERIOR INCOMPLETO;RJ;PARTIDO DA MULHER BRASILEIRA;PMB;0;175
190000623251;DEPUTADO FEDERAL;SOLANGE PACHECO;PRETA;CASADO(A);FEMININO;ENSINO MEDIO COMPLETO;RJ;REDE SUSTENTABILIDADE;REDE;0;352
190000614855;DEPUTADO ESTADUAL;ENFERMEIRO ROGERIO FORTUNATO;BRANCA;DIVORCIADO(A);MASCULINO;SUPERIOR COMPLETO;RJ;PARTIDO DA MULHER BRASILEIRA;PMB;83214,44;748
190000614683;DEPUTADO FEDERAL;MAJOR FABIANA;BRANCA;DIVORCIADO(A);FEMININO;SUPERIOR COMPLETO;RJ;PARTIDO SOCIAL LIBERAL;PSL;58000;57611
190000602137;DEPUTADO ESTADUAL;DANIELLE NUNES;PARDA;SOLTEIRO(A);MASCULINO;SUPERIOR COMPLETO;RJ;PARTIDO SOCIALISMO E LIBERDADE;PSOL;0;640
190000616214;DEPUTADO FEDERAL;J CHAGAS;BRANCA;CASADO(A);MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;RJ;AVANTE;AVANTE;30000;7241
190000606110;DEPUTADO ESTADUAL;ARIEL MARTINS;BRANCA;SOLTEIRO(A);FEMININO;ENSINO MEDIO COMPLETO;RJ;PARTIDO HUMANISTA DA SOLIDARIEDADE;PHS;7000;755
190000607898;2o SUPLENTE SENADOR;MARIA ELISA GUIMARAES;BRANCA;SOLTEIRO(A);FEMININO;SUPERIOR COMPLETO;RJ;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;PSTU;0;0
190000603278;DEPUTADO ESTADUAL;REGINA XAVIER;PARDA;SOLTEIRO(A);FEMININO;SUPERIOR COMPLETO;RJ;SOLIDARIEDADE;SOLIDARIEDADE;0;192
190000629182;DEPUTADO ESTADUAL;LUIZ RAMOS FIZOLA;BRANCA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;RJ;PODEMOS;PODE;0;56
190000626209;DEPUTADO ESTADUAL;SEBASTIAO DO CARRO DE SOM;PRETA;CASADO(A);MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;ES;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PRTB;0;717
190000624724;DEPUTADO FEDERAL;CRISTINA CAPATO;BRANCA;SOLTEIRO(A);FEMININO;ENSINO MEDIO COMPLETO;RJ;PARTIDO REPUBLICANO PROGRESSISTA;PRP;0;35
190000618404;DEPUTADO ESTADUAL;DR. VITORIO;PRETA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;RJ;MOVIMENTO DEMOCRATICO BRASILEIRO;MDB;0;563
190000614648;DEPUTADO FEDERAL;CARLOS FRANCO;PARDA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;DF;PARTIDO SOCIAL LIBERAL;PSL;0;4067
190000614821;DEPUTADO ESTADUAL;SILVANIA LIMA;PARDA;SOLTEIRO(A);FEMININO;ENSINO MEDIO COMPLETO;RJ;PARTIDO DA MULHER BRASILEIRA;PMB;0;32
190000626365;DEPUTADO FEDERAL;DR. CARLOS LEITE;BRANCA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;RJ;PARTIDO REPUBLICANO BRASILEIRO;PRB;14000;340
190000604173;DEPUTADO FEDERAL;J. NONATO;BRANCA;CASADO(A);MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;RJ;PODEMOS;PODE;0;575
190000629168;DEPUTADO ESTADUAL;DANIEL GUERREIRO;BRANCA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;RJ;MOVIMENTO DEMOCRATICO BRASILEIRO;MDB;10000;12830
190000606073;DEPUTADO FEDERAL;NEIZINHO IRMAO;BRANCA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;RJ;PARTIDO HUMANISTA DA SOLIDARIEDADE;PHS;0;744
190000607482;DEPUTADO FEDERAL;WILSON BESERRA;BRANCA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;RJ;MOVIMENTO DEMOCRATICO BRASILEIRO;MDB;148578,91;20597
190000608738;DEPUTADO ESTADUAL;CORONEL UBIRATAN ANGELO;PRETA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;RJ;PARTIDO POPULAR SOCIALISTA;PPS;0;0
190000621125;DEPUTADO ESTADUAL;SEGHETTO;BRANCA;SEPARADO(A) JUDICIALMENTE;MASCULINO;SUPERIOR COMPLETO;RJ;PARTIDO PATRIA LIVRE;PPL;2123000;926
190000625241;DEPUTADO ESTADUAL;JORGE PELE;PRETA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;RJ;DEMOCRACIA CRISTA;DC;0;525
190000626351;DEPUTADO ESTADUAL;ARNO;PRETA;SOLTEIRO(A);MASCULINO;SUPERIOR COMPLETO;RJ;PARTIDO REPUBLICANO BRASILEIRO;PRB;219441;458
190000626232;DEPUTADO ESTADUAL;JACERUBA DO AIPIM;PARDA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;RJ;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PRTB;4000;184
190000623250;DEPUTADO ESTADUAL;RONALDO LEONARDO;BRANCA;CASADO(A);MASCULINO;ENSINO FUNDAMENTAL COMPLETO;RJ;REDE SUSTENTABILIDADE;REDE;0;827
190000606047;DEPUTADO FEDERAL;GELSON AZEVEDO;BRANCA;CASADO(A);MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;RJ;PARTIDO HUMANISTA DA SOLIDARIEDADE;PHS;4482500;28216
190000610728;DEPUTADO ESTADUAL;CARTEIRO MARCO AURELIO;PRETA;CASADO(A);MASCULINO;ENSINO FUNDAMENTAL COMPLETO;RJ;PARTIDO COMUNISTA DO BRASIL;PC DO B;2518,39;630
190000614848;DEPUTADO ESTADUAL;HILTON DO CAMINHAO;PARDA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;RJ;PARTIDO DA MULHER BRASILEIRA;PMB;0;1117
190000606154;DEPUTADO ESTADUAL;LUAN BARROS;PARDA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;RJ;PARTIDO HUMANISTA DA SOLIDARIEDADE;PHS;0;289
190000618149;DEPUTADO ESTADUAL;NADAJA RIBEIRO;BRANCA;CASADO(A);FEMININO;ENSINO MEDIO COMPLETO;RJ;PARTIDO TRABALHISTA CRISTAO;PTC;0;25
190000614664;DEPUTADO FEDERAL;RODRIGO TRIANE;PARDA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;RJ;PARTIDO SOCIAL LIBERAL;PSL;5000;698
190000610762;DEPUTADO ESTADUAL;THIAGO TARGINO;BRANCA;SOLTEIRO(A);MASCULINO;SUPERIOR INCOMPLETO;RJ;PARTIDO COMUNISTA DO BRASIL;PC DO B;0;371
190000622737;DEPUTADO FEDERAL;ANA CLAUDIA DE OLIVEIRA;PRETA;SOLTEIRO(A);FEMININO;ENSINO MEDIO INCOMPLETO;RJ;PARTIDO PATRIA LIVRE;PPL;0;230
190000614642;DEPUTADO FEDERAL;DELEGADO ANTONIO FURTADO;PARDA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;RJ;PARTIDO SOCIAL LIBERAL;PSL;335951,76;104211
190000618381;DEPUTADO ESTADUAL;JORGE SARAIVA;BRANCA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;RJ;MOVIMENTO DEMOCRATICO BRASILEIRO;MDB;185746,45;265
190000621073;DEPUTADO ESTADUAL;SILA MENESES;PRETA;CASADO(A);FEMININO;ENSINO MEDIO COMPLETO;RJ;PODEMOS;PODE;0;1013
190000624733;DEPUTADO FEDERAL;BARRADAS DE BELFORD ROXO;PARDA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;MA;PARTIDO REPUBLICANO PROGRESSISTA;PRP;0;143
190000614894;DEPUTADO ESTADUAL;SERJAO DO SINDICATO;PRETA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;RJ;PARTIDO DA MULHER BRASILEIRA;PMB;0;333
190000614874;DEPUTADO ESTADUAL;BINHO;PARDA;SOLTEIRO(A);MASCULINO;SUPERIOR INCOMPLETO;RJ;PARTIDO DA MULHER BRASILEIRA;PMB;0;1270
190000614637;DEPUTADO ESTADUAL;JORGE CORREA BOLA PRETA;PARDA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;RJ;PARTIDO SOCIAL LIBERAL;PSL;80000;2564
190000614622;DEPUTADO ESTADUAL;ARIANE CALAZANS;PRETA;SOLTEIRO(A);FEMININO;ENSINO MEDIO COMPLETO;RJ;PARTIDO SOCIAL LIBERAL;PSL;0;570
190000602102;DEPUTADO FEDERAL;BABY;BRANCA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO INCOMPLETO;RJ;PARTIDO SOCIALISMO E LIBERDADE;PSOL;0;750
190000603345;DEPUTADO ESTADUAL;MARCUS VINICIUS - NESKAU;BRANCA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;RJ;PARTIDO TRABALHISTA BRASILEIRO;PTB;427728;30454
190000622746;DEPUTADO FEDERAL;EVANIL FIRMINO;PRETA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;RJ;PARTIDO PATRIA LIVRE;PPL;9000;86
190000606034;DEPUTADO FEDERAL;CARLOS SPATA;BRANCA;SOLTEIRO(A);MASCULINO;SUPERIOR COMPLETO;RJ;PARTIDO HUMANISTA DA SOLIDARIEDADE;PHS;0;1706
190000621108;DEPUTADO ESTADUAL;PASTORA GILENE;BRANCA;CASADO(A);FEMININO;ENSINO FUNDAMENTAL COMPLETO;RJ;PODEMOS;PODE;42000;615
190000619332;DEPUTADO ESTADUAL;KELLY MATTOS;BRANCA;CASADO(A);FEMININO;SUPERIOR COMPLETO;RJ;PARTIDO SOCIAL CRISTAO;PSC;687500;516
190000609022;DEPUTADO ESTADUAL;NILCIANO;PARDA;CASADO(A);MASCULINO;SUPERIOR INCOMPLETO;RJ;DEMOCRATAS;DEM;0;877
190000613594;DEPUTADO FEDERAL;PAULAO DA SAUDE;PRETA;CASADO(A);MASCULINO;ENSINO FUNDAMENTAL COMPLETO;RJ;PARTIDO DOS TRABALHADORES;PT;211485;2862
190000607906;DEPUTADO ESTADUAL;JULIO CONDAQUE;PRETA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;RJ;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;PSTU;70000;356
190000627974;DEPUTADO ESTADUAL;VERA ALMADA;BRANCA;CASADO(A);FEMININO;SUPERIOR COMPLETO;RJ;PATRIOTA;PATRI;0;1083
190000625174;DEPUTADO FEDERAL;BETO SANTOS;PRETA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;RJ;DEMOCRACIA CRISTA;DC;0;0
190000616253;DEPUTADO FEDERAL;DR BENEDITO CARAMURU;BRANCA;VIUVO(A);MASCULINO;SUPERIOR COMPLETO;MA;PARTIDO DA MOBILIZACAO NACIONAL;PMN;278200,13;541
190000616091;DEPUTADO ESTADUAL;FERNANDO DO COMILAO;PARDA;CASADO(A);MASCULINO;ENSINO FUNDAMENTAL COMPLETO;RJ;PARTIDO DA MOBILIZACAO NACIONAL;PMN;608000;2831
190000629002;DEPUTADO ESTADUAL;WELBERTH REZENDE;BRANCA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;RJ;PARTIDO POPULAR SOCIALISTA;PPS;216500;31725
190000618402;DEPUTADO ESTADUAL;ANDINHO DA CASSEL;BRANCA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;RJ;MOVIMENTO DEMOCRATICO BRASILEIRO;MDB;724446,18;1473
190000627783;DEPUTADO ESTADUAL;EVERALDO EUFRASIO;PARDA;CASADO(A);MASCULINO;SUPERIOR INCOMPLETO;RJ;PARTIDO SOCIALISTA BRASILEIRO;PSB;124000;482
190000601111;DEPUTADO ESTADUAL;DR. MARCELO;BRANCA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;RJ;PARTIDO SOCIAL DEMOCRATICO;PSD;906050,99;10429
190000614735;DEPUTADO ESTADUAL;VALENTINA BOMBEIRA;BRANCA;SOLTEIRO(A);FEMININO;ENSINO MEDIO COMPLETO;RJ;PARTIDO SOCIAL LIBERAL;PSL;0;0
190000619338;DEPUTADO ESTADUAL;ALEXANDRE MARADONA;BRANCA;DIVORCIADO(A);MASCULINO;ENSINO MEDIO COMPLETO;RJ;PARTIDO SOCIAL CRISTAO;PSC;0;237
190000607938;DEPUTADO ESTADUAL;PROF. ALAIDE BITENCOURT;BRANCA;CASADO(A);FEMININO;SUPERIOR COMPLETO;BA;PARTIDO SOCIAL DEMOCRATICO;PSD;0;239
190000622199;DEPUTADO ESTADUAL;SERGIO PINTO MONTEIRO;BRANCA;DIVORCIADO(A);MASCULINO;ENSINO MEDIO COMPLETO;RJ;PARTIDO DEMOCRATICO TRABALHISTA;PDT;0;113
190000622765;DEPUTADO FEDERAL;NEIDE PEREIRA;PARDA;SOLTEIRO(A);FEMININO;ENSINO MEDIO COMPLETO;PE;PARTIDO PATRIA LIVRE;PPL;0;118
